filename	gene_list_size	cluster_number	cluster_size	n_genes	n_terms	n_edges	n_libraries	density	libraries
permutation_0549	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0549	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0549	700	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0549	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0550	700	1	23	21	2	22	2	1.0476190476190477	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0550	700	2	13	10	3	13	3	1.3	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0550	700	3	12	7	5	17	5	2.4285714285714284	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0550	700	4	11	9	2	10	2	1.1111111111111112	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0550	700	5	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0550	700	6	9	6	3	15	3	2.5	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Molecular Function
permutation_0550	700	7	7	6	1	6	1	1.0	C2: CP: Reactome Pathways
permutation_0550	700	8	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0550	700	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0550	700	10	5	4	1	4	1	1.0	C2: CP: Pathway Interaction Database
permutation_0550	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0550	700	12	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0550	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0551	700	1	27	22	5	28	4	1.2727272727272727	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0551	700	2	24	20	4	25	3	1.25	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0551	700	3	11	8	3	11	2	1.375	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0551	700	4	10	7	3	11	3	1.5714285714285714	C2: CP: Pathway Interaction Database, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0551	700	5	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0551	700	6	5	4	1	4	1	1.0	C2: CP: KEGG Legacy
permutation_0551	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0551	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0551	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0551	700	10	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0552	700	1	36	29	7	36	4	1.2413793103448276	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0552	700	2	27	23	4	27	3	1.173913043478261	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0552	700	3	24	18	6	33	4	1.8333333333333333	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0552	700	4	15	13	2	14	2	1.0769230769230769	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0552	700	5	14	12	2	13	2	1.0833333333333333	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0552	700	6	6	4	2	7	2	1.75	C2: CP: KEGG Legacy, C5: GO: Biological Process
permutation_0552	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0552	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0552	700	9	4	3	1	3	1	1.0	C2: CP: Pathway Interaction Database
permutation_0552	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0552	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0552	700	12	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0552	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0552	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0553	700	1	173	137	36	228	6	1.6642335766423357	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0553	700	2	12	11	1	11	1	1.0	C5: GO: Cellular Component
permutation_0553	700	3	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0553	700	4	7	5	2	7	2	1.4	C2: CP: Canonical pathways, C5: GO: Molecular Function
permutation_0553	700	5	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0553	700	6	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0553	700	7	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0554	700	1	55	42	13	57	6	1.3571428571428572	C2: CP: BioCarta, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0554	700	2	17	13	4	18	4	1.3846153846153846	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0554	700	3	14	11	3	13	3	1.1818181818181819	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0554	700	4	9	8	1	8	1	1.0	C2: CP: Canonical pathways
permutation_0554	700	5	8	7	1	7	1	1.0	C5: GO: Molecular Function
permutation_0554	700	6	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0554	700	7	5	4	1	4	1	1.0	C2: CP: KEGG Legacy
permutation_0554	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0554	700	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0554	700	10	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0554	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0554	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0555	700	1	89	72	17	99	8	1.375	C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0555	700	2	12	9	3	13	3	1.4444444444444444	C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0555	700	3	7	5	2	7	2	1.4	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0555	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0555	700	5	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0555	700	6	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0555	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0555	700	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0555	700	9	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0556	700	1	139	113	26	160	5	1.415929203539823	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0556	700	2	8	6	2	7	2	1.1666666666666667	C2: CP: KEGG MEDICUS, C5: GO: Biological Process
permutation_0556	700	3	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0556	700	4	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0556	700	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0556	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0556	700	7	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0557	700	1	118	96	22	137	9	1.4270833333333333	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0557	700	2	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0557	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0557	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0557	700	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0557	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0557	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	10	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0557	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	12	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0557	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0557	700	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0558	700	1	159	127	32	202	9	1.5905511811023623	C2: CP: BioCarta, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0558	700	2	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0558	700	3	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0558	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0558	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0558	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0558	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0558	700	8	4	3	1	3	1	1.0	C2: CP: KEGG MEDICUS
permutation_0559	700	1	88	79	9	95	5	1.2025316455696202	C2: CP: BioCarta, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0559	700	2	17	14	3	16	3	1.1428571428571428	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0559	700	3	15	14	1	14	1	1.0	C5: GO: Molecular Function
permutation_0559	700	4	6	5	1	5	1	1.0	C2: CP: WikiPathways
permutation_0559	700	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0559	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0559	700	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0559	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0559	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0559	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0559	700	11	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0559	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0560	700	1	83	72	11	104	5	1.4444444444444444	C2: CP: BioCarta, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0560	700	2	12	9	3	11	3	1.2222222222222223	C2: CP: BioCarta, C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0560	700	3	9	5	4	13	4	2.6	C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0560	700	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0560	700	5	7	6	1	6	1	1.0	C2: CP: Reactome Pathways
permutation_0560	700	6	7	5	2	8	2	1.6	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0560	700	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0560	700	8	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0560	700	9	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0560	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0561	700	1	174	142	32	205	7	1.443661971830986	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0561	700	2	11	9	2	10	2	1.1111111111111112	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0561	700	3	7	6	1	6	1	1.0	C5: GO: Cellular Component
permutation_0561	700	4	6	5	1	5	1	1.0	C5: GO: Cellular Component
permutation_0562	700	1	100	80	20	108	6	1.35	C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0562	700	2	7	4	3	10	3	2.5	C2: CP: KEGG MEDICUS, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0562	700	3	6	4	2	7	2	1.75	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0562	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0562	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0562	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0563	700	1	102	86	16	115	7	1.3372093023255813	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0563	700	2	13	11	2	12	2	1.0909090909090908	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0563	700	3	11	9	2	10	2	1.1111111111111112	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0563	700	4	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0563	700	5	7	6	1	6	1	1.0	C5: GO: Cellular Component
permutation_0563	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0563	700	7	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0563	700	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0563	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0563	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0563	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0563	700	12	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0564	700	1	218	187	31	268	9	1.4331550802139037	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0564	700	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0564	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0564	700	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0564	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0564	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0565	700	1	94	74	20	104	9	1.4054054054054055	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0565	700	2	16	14	2	16	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0565	700	3	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0565	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0565	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0565	700	6	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0566	700	1	100	73	27	121	7	1.6575342465753424	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0566	700	2	14	12	2	16	2	1.3333333333333333	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0566	700	3	11	9	2	10	2	1.1111111111111112	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0566	700	4	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0566	700	5	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0567	700	1	96	80	16	102	6	1.275	C2: CP: Canonical pathways, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0567	700	2	9	8	1	8	1	1.0	C5: GO: Biological Process
permutation_0567	700	3	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0567	700	4	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0567	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0567	700	6	4	3	1	3	1	1.0	C2: CP: BioCarta
permutation_0567	700	7	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0567	700	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0567	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0567	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0568	700	1	100	80	20	135	10	1.6875	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0568	700	2	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0568	700	3	8	7	1	7	1	1.0	C5: GO: Cellular Component
permutation_0568	700	4	7	5	2	8	2	1.6	C2: CP: KEGG MEDICUS, C5: GO: Biological Process
permutation_0568	700	5	6	4	2	6	2	1.5	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0568	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0568	700	7	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0568	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0568	700	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0568	700	10	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0568	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0568	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0569	700	1	129	105	24	144	8	1.3714285714285714	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0569	700	2	16	12	4	24	4	2.0	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0569	700	3	10	8	2	9	2	1.125	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0569	700	4	8	7	1	7	1	1.0	C2: CP: Canonical pathways
permutation_0569	700	5	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0569	700	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0569	700	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0569	700	8	6	5	1	5	1	1.0	C2: CP: KEGG Legacy
permutation_0569	700	9	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0569	700	10	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0569	700	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0569	700	12	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0570	700	1	44	36	8	47	6	1.3055555555555556	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0570	700	2	39	33	6	44	4	1.3333333333333333	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, H: Hallmark Gene Sets
permutation_0570	700	3	12	10	2	13	2	1.3	C2: CP: KEGG Legacy, C5: GO: Molecular Function
permutation_0570	700	4	7	6	1	6	1	1.0	C2: CP: WikiPathways
permutation_0570	700	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0570	700	6	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0570	700	7	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0570	700	8	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0570	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0570	700	10	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0570	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0570	700	12	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0571	700	1	66	54	12	75	5	1.3888888888888888	C2: CP: KEGG Legacy, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0571	700	2	13	10	3	16	3	1.6	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0571	700	3	7	5	2	6	2	1.2	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0571	700	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0571	700	5	6	4	2	8	2	2.0	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0571	700	6	5	4	1	4	1	1.0	C2: CP: Pathway Interaction Database
permutation_0571	700	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0571	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0571	700	9	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0571	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0571	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0572	700	1	147	117	30	169	7	1.4444444444444444	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
